id,response_number,response,prob,logprob
159,1,"

def solve(month, day):
    if month == 1 or month == 2 or month == 12:
        if month == 12 and day >= 21:
            print(""Winter"")
        elif month == 1:
            print(""Winter"")
        elif month == 2 and day <= 19:
            print(""Winter"")
        else:
            print(""Spring"")
    elif month == 3 or month == 4 or month == 5:
        if month == 3 and day >= 20:
            print(""Spring"")
        elif month == 4:
            print(""Spring"")
        elif month == 5 and day <= 20:
            print(""Spring"")
        else:
            print(""Summer"")
    elif month == 6 or month == 7 or month == 8:
        if month == 6 and day >= 21:
            print(""Summer"")
        elif month == 7:
            print(""Summer"")
        elif month == 8 and day <= 22:
            print(""Summer"")
        else:
            print(""Fall"")
    elif month == 9 or month == 10 or month == 11:
        if month == 9 and day >= 23:
            print(""Fall"")
        elif month == 10:
            print(""Fall"")
        elif month == 11 and day <= 21:
            print(""Fall"")
        else:
            print(""Winter"")
    else:
        print(""Invalid month"")",0.9493,-15.596001246735993
159,2,"
def solve(month, day):
    if month == 1:
        if day >= 1 and day <= 31:
            print(""Winter"")
    elif month == 2:
        if day >= 1 and day <= 28:
            print(""Winter"")
    elif month == 3:
        if day >= 1 and day <= 20:
            print(""Winter"")
        elif day >= 21 and day <= 31:
            print(""Spring"")
    elif month == 4:
        if day >= 1 and day <= 30:
            print(""Spring"")
    elif month == 5:
        if day >= 1 and day <= 31:
            print(""Spring"")
    elif month == 6:
        if day >= 1 and day <= 20:
            print(""Spring"")
        elif day >= 21 and day <= 30:
            print(""Summer"")
    elif month == 7:
        if day >= 1 and day <= 31:
            print(""Summer"")
    elif month == 8:
        if day >= 1 and day <= 31:
            print(""Summer"")
    elif month == 9:
        if day >= 1 and day <= 20:
            print(""Summer"")
        elif day >= 21 and day <= 30:
            print(""Fall"")
    elif month == 10:
        if day >= 1 and day <= 31:
            print(""Fall"")
    elif month == 11:
        if day >= 1 and day <= 30:
            print(""Fall"")
    elif month == 12:
        if day >= 1 and day <= 20:
            print(""Fall"")
        elif day >= 21 and day <= 31:
            print(""Winter"")",0.9728,-10.011144995331
159,3,"

def solve(month, day):
    if month == ""January"" and day >= 1 and day <= 31:
        print(""Winter"")
    elif month == ""February"" and day >= 1 and day <= 28:
        print(""Winter"")
    elif month == ""March"" and day >= 1 and day <= 31:
        print(""Spring"")
    elif month == ""April"" and day >= 1 and day <= 30:
        print(""Spring"")
    elif month == ""May"" and day >= 1 and day <= 31:
        print(""Spring"")
    elif month == ""June"" and day >= 1 and day <= 30:
        print(""Summer"")
    elif month == ""July"" and day >= 1 and day <= 31:
        print(""Summer"")
    elif month == ""August"" and day >= 1 and day <= 31:
        print(""Summer"")
    elif month == ""September"" and day >= 1 and day <= 30:
        print(""Fall"")
    elif month == ""October"" and day >= 1 and day <= 31:
        print(""Fall"")
    elif month == ""November"" and day >= 1 and day <= 30:
        print(""Fall"")
    elif month == ""December"" and day >= 1 and day <= 31:
        print(""Winter"")
    else:
        print(""Invalid input"")",0.9718,-8.352327711076295
159,4,"

def solve(month, day):
    if month == 1 or month == 2 or month == 12:
        if day >= 21:
            return ""Winter""
        else:
            return ""Fall""
    elif month == 3:
        if day >= 20:
            return ""Spring""
        else:
            return ""Winter""
    elif month == 4 or month == 5:
        return ""Spring""
    elif month == 6:
        if day >= 21:
            return ""Summer""
        else:
            return ""Spring""
    elif month == 7 or month == 8:
        return ""Summer""
    elif month == 9:
        if day >= 22:
            return ""Fall""
        else:
            return ""Summer""
    elif month == 10 or month == 11:
        return ""Fall""
    else:
        return ""Invalid Month""",0.9246,-14.500456074233004
159,5,"

def solve(month, day):

  if (month == 12 and day >= 21) or (month == 1 and day <= 20):
    print(""Winter"")
  elif (month == 3 and day >= 21) or (month == 4 and day <= 20):
    print(""Spring"")
  elif (month == 6 and day >= 21) or (month == 7 and day <= 22):
    print(""Summer"")
  elif (month == 9 and day >= 23) or (month == 10 and day <= 22):
    print(""Fall"")
  else:
    print(""Winter"")",0.9041,-13.606787301145
160,1,"

def solve(a, b, n):
    if a == 0 and b == 0:
        return None
    elif a == 0:
        return (0, n/b)
    elif b == 0:
        return (n/a, 0)
    else:
        x = n // a
        y = (n - a*x) / b
        if y.is_integer():
            return (x, int(y))
        else:
            return None",0.8761,-12.966082709402006
160,2,"

def solve(a, b, n):
    if a == 0 and b == 0:
        return None
    elif a == 0:
        return (0, n/b)
    elif b == 0:
        return (n/a, 0)
    else:
        gcd = gcd(a, b)
        if n % gcd != 0:
            return None
        else:
            x = n/a
            y = (n - a*x)/b
            return (x, y)
            
def gcd(a, b):
    if b == 0:
        return a
    else:
        return gcd(b, a % b)",0.8481,-22.578699991174993
160,3,"

def solve(a, b, n):
    x = 0
    y = 0
    while n % a != 0:
        n -= b
        y += 1
    x = n // a
    return x, y",0.8764,-6.995182209998999
160,4,"

def solve(a, b, n):
    x = n // a
    y = (n - a * x) // b
    return x, y",0.8683,-4.799672573535001
160,5,"

def solve(a, b, n):
    gcd = math.gcd(a, b)
    if n % gcd != 0:
        return None
    
    x0, y0 = extended_euclidean(a, b)
    x = x0 * (n // gcd)
    y = y0 * (n // gcd)
    return (x, y)
    
def extended_euclidean(a, b):
    if b == 0:
        return (1, 0)
    else:
        x, y = extended_euclidean(b, a % b)
        return (y, x - (a // b) * y)",0.8835,-16.596262679108296
161,1,"

def solve(list1, list2):
    for element in list2:
        if element in list1:
            list1.remove(element)
    return list1",0.9422,-1.9660950684804008
161,2,"

def solve(list1, list2):
    for item in list2:
        if item in list1:
            list1.remove(item)
    return list1",0.9215,-2.6967948535054007
161,3,"

def solve(list1, list2):
    for element in list2:
        if element in list1:
            list1.remove(element)
    return list1",0.9422,-1.9660950684804008
161,4,"

def solve(list1, list2):
    for element in list2:
        if element in list1:
            list1.remove(element)
    return list1",0.9422,-1.9660950684804008
161,5,"

def solve(list1, list2):
    for element in list2:
        if element in list1:
            list1.remove(element)
    return list1",0.9422,-1.9660950684804008
162,1,"

def solve(n):
    sum = 0
    while n >= 0:
        sum += n
        n -= 2
    return sum",0.9186,-2.7186715468369993
162,2,"

def solve(n):
    total = 0
    while n > 0:
        total += n
        n -= 2
    return total",0.9313,-2.276642311388999
162,3,"

def solve(n):
    if n <= 0:
        return 0
    else:
        return n + solve(n-2)",0.8861,-3.5060413237080006
162,4,"

def solve(n):
    if n < 0:
        return 0
    else:
        return n + solve(n-2)",0.8321,-5.330776066765998
162,5,"

def solve(n):
  total = 0
  while n > 0:
    total += n
    n -= 2
  return total",0.8236,-6.210564426383998
163,1,"

def solve(n, s):
    return (n * s**2) / (4 * math.tan(math.pi / n))",0.9009,-2.9223825417929996
163,2,"

def solve(n, s):
    area = (n * s**2) / (4 * math.tan(math.pi / n))
    return area",0.9328,-2.225220103553
163,3,"

def solve(n, s):
    return (n * s ** 2) / (4 * tan(pi / n))",0.8182,-5.217333272369999
163,4,"
def solve(n, s):
    return (n * s**2) / (4 * math.tan(math.pi / n))",0.8081,-5.965003577550998
163,5,"

def solve(n, s):
    area = (n * s ** 2) / (4 * math.tan(math.pi / n))
    return area",0.9129,-3.006712351502999
164,1,"

def solve(n):
    divisors = []
    for i in range(1, n+1):
        if n % i == 0:
            divisors.append(i)
    sum_divisors = sum(divisors)
    if sum_divisors == n:
        return True
    else:
        return False",0.916,-5.612677052511999
164,2,"

def solve(n):
    sum_div = 0
    for i in range(1, n):
        if n % i == 0:
            sum_div += i
    if sum_div == n:
        return True
    else:
        return False",0.8759,-7.1564088425209995
164,3,"

def solve(n):
    sum_divisors = 0
    for i in range(1, n+1):
        if n % i == 0:
            sum_divisors += i
    return sum_divisors == n",0.9249,-3.748998973651001
164,4,"

def solve(n):
    divisors = [i for i in range(1, n) if n % i == 0]
    if sum(divisors) == n:
        return True
    else:
        return False",0.8545,-7.3894833647594975
164,5,"

def solve(num):
    sum_divisors = 0
    for i in range(1, num+1):
        if num % i == 0:
            sum_divisors += i
    if sum_divisors == num:
        return True
    else:
        return False",0.9271,-4.46431904625
165,1,"

def solve(string):
    count = 0
    for i in range(len(string)):
        if string[i].lower() == chr(ord(""a"") + i) or string[i].upper() == chr(ord(""A"") + i):
            count += 1
    return count",0.8966,-6.437945087366002
165,2,"

def solve(string):
    count = 0
    for i in range(len(string)):
        if string[i].lower() == chr(ord('a') + i) or string[i].upper() == chr(ord('A') + i):
            count += 1
    return count",0.9437,-3.4191553173809996
165,3,"

def solve(string):
    count = 0
    for i in range(len(string)):
        if string[i].lower() == chr(97+i) or string[i].upper() == chr(65+i):
            count += 1
    return count",0.9336,-3.6417360482579992
165,4,"

def solve(str):
    count = 0
    for i in range(len(str)):
        if ord(str[i].lower()) - 97 == i:
            count += 1
    return count",0.8287,-7.892064852772
165,5,"

def solve(string):
    count = 0
    for index, char in enumerate(string):
        if char.lower() == chr(97 + index) or char.upper() == chr(97 + index):
            count += 1
    return count",0.8898,-6.069300096439998
166,1,"

def solve(arr):
    count = 0
    for i in range(len(arr)):
        for j in range(i+1, len(arr)):
            if (arr[i] ^ arr[j]) % 2 == 0:
                count += 1
    return count",0.98,-1.150435777948
166,2,"

def solve(nums):
    count = 0
    for i in range(len(nums)):
        for j in range(i+1, len(nums)):
            if (nums[i] ^ nums[j]) % 2 == 0:
                count += 1
    return count",0.9568,-2.5183602439089996
166,3,"

def solve(nums):
    count = 0
    for i in range(len(nums)):
        for j in range(i+1, len(nums)):
            if (nums[i] ^ nums[j]) % 2 == 0:
                count += 1
    return count",0.9568,-2.5183602439089996
166,4,"

def solve(arr):
    count = 0
    for i in range(len(arr)):
        for j in range(i+1, len(arr)):
            if (arr[i] ^ arr[j]) % 2 == 0:
                count += 1
    return count",0.98,-1.150435777948
166,5,"

def solve(arr):
    count = 0
    for i in range(len(arr)-1):
        for j in range(i+1, len(arr)):
            if (arr[i] ^ arr[j]) % 2 == 0:
                count += 1
    return count",0.9218,-4.802634122802499
167,1,"

def solve(n):
    power = 1
    while power < n:
        power *= 2
    return power",0.9398,-1.6136127219030003
167,2,"

def solve(n):
    power = 1
    while power < n:
        power *= 2
    return power",0.9398,-1.6136127219030003
167,3,"

def solve(n):
    power = 0
    while 2**power < n:
        power += 1
    return 2**power",0.93,-2.320664031432001
167,4,"

def solve(n):
    power = 1
    while power < n:
        power *= 2
    return power",0.9398,-1.6136127219030003
167,5,"

def solve(n):
    power = 1
    while power < n:
        power *= 2
    return power",0.9398,-1.6136127219030003
168,1,"

def solve(arr, num):
    count = 0
    for i in arr:
        if i == num:
            count += 1
    return count",0.9718,-0.9733304385823004
